Event,Platform,User,Comments,Likes,Date,Sentiment,Emotion,Most Common Keyword
State of Play,Youtube,@dennisbergen9892,Only game that looks interesting is Ballad of Antara.  It does not appear to have pronouns or ugly women characters.  Yet.,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@user-xn6lq2ye3v,"La industria ya no es lo que fue,mucho fondo buitre metiendo dinero que roban de los estados en videojuegos y no hay creatividad,son todo copias de sekiro y shooters on line con cero carisma,cero historia,cero puzzles,cero juegos,solo machacar botones,silent hill 2 remake? Juegos japoneses malos de segunda clase....no se si ps3 fue igual,pero recuerdo la generación de 360 y los primeros años de ps4,no eran así,ahora te estafan por todas partes,dlc's que deberían ser contenido del juego,te cobran las armas,te cobran mapas......pero cero pensar,solo aporrear botones,no somos conscientes de lo que realmente están ganando,más que el P.I.B. de un pais,seguro,sus accionistas vienen de los sectores inmobiliarios de comprar pisos,echar a gente de esos pisos,venderlos a bancos,recalificar,etc,etc,etc,invierten en dinero en videojuegos,como embracer group,por ejemplo y pretenden seguir robando,así que adaptan sus políticas al mundo del videojuego,por eso toda esta basura,por eso los medios digitales son basura tb,es todo una basura ",0,2 weeks ago,Positive,Surprise,Silent Hill
State of Play,Youtube,@Vesuvio1904,"Well, that was boring ",0,2 weeks ago,Negative,Sad,boring
State of Play,Youtube,@jeffreyh9908,ASTRO,0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@romain9079,bloodborne,0,2 days ago,Positive,Happy,
State of Play,Youtube,@ChochoLevi,Monster Hunter in 2025 looks like 2015...,0,2 weeks ago,Positive,Happy,Monster Hunter
State of Play,Youtube,@realtv101,Astrobot being the star of the show just shows us how bad the industry is right now. This game was basically a tech demo now the best looking game shown at SOP. Monster Hunter also looked great! I never played the game before but this one has my attention!,0,2 weeks ago,Negative,Fear,game
State of Play,Youtube,@raulm6073,They should remove that pronouns BS in Concord,0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@sho-ep6gy,I can't wait not to play any of the garbage service games presented here,0,2 weeks ago,Negative,Angry,
State of Play,Youtube,@zOOpygOOpert,LittleBigPlanet please,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@GoldenSpike300,Doesn’t playstation always do this before they start releasing bangers…,0,2 weeks ago,Positive,Happy,playstation
State of Play,Youtube,@nestorramos4968,So much DEI,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@salihgonlutok5959,well this was boring,0,2 weeks ago,Negative,Sad,boring
State of Play,Youtube,@fatsoasdf,Awful. Just do bloodborne already.,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@ej4087,Not gonna lie this sucked and I'm a Playstation guy lol,0,2 weeks ago,Positive,Happy,playstation
State of Play,Youtube,@Wilk111,This honestly was meh,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@themiskoles4714,WOW this was trash lol,0,2 weeks ago,Negative,Angry,
State of Play,Youtube,@chooky85,Xbox wins and their show not until next weekend,0,2 weeks ago,Positive,Happy,xbox
State of Play,Youtube,@solinvictus77,what a f king joke ,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@alexbiehn978,"worst state of play ever, nothing interesting...SH2 remake looks sooo bad :(",0,2 weeks ago,Negative,Sad,State of Play
State of Play,Youtube,@Re-Air666,I like it!,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@AKOntheBeat,What a SAD presentation| to poor,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@vkt2188,"very boring, except for sh2 and pathofexile",0,2 weeks ago,Negative,Sad,boring
State of Play,Youtube,@geovanicaon20,yikes,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@DaltaZon-mk6ux,"That's a man, baby.",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@user-xc5ei9qo6o,BLOODBORNE 2,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@TheSEWEGI,Mmmm a 5v5 Overwatch clone with pronouns. Can't wait not to play it,0,2 weeks ago,Negative,Angry,5v5
State of Play,Youtube,@Wolfslash,Yikes,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@drizzydre326,lol,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@kylethorsrud1692,Worst State of Play I’ve ever seen,0,2 weeks ago,Negative,Sad,State of Play
State of Play,Youtube,@pixwiz1935,People say Superman game can't work because hes too strong. And then there is Dynasty Warriors where a dude just plows through bunch of guys until getting to one of the stronger ones.,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@G-ForceLogic,Not interested. Aaaaaahhhhhhhh,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@marlybob1,woke in my games!! ergh no no nononononononononononnono!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,9 days ago,Positive,Happy,
State of Play,Youtube,@lisielo4739,Como que Nintendo increíblemente les está ganando la partida absolutamente en todo,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@steviecava,Concord looks like woke trash.,0,2 weeks ago,Negative,Angry,concord
State of Play,Youtube,@HH-BB-,"Cool Sony, eine halbe Stunde nur Müll ",0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@azizalfa752,50% full woke 50% Life service what happened to Sony Sadly they lost there way maybe one day gaming can be like in the 90 or 2000 again,0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@EmissaryOfSmeagol,"33:32 ICO reference, huge W",0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@Joseph-wh5of,So... Why do people like PlayStation so much? These games and this console generation are terrible.,0,2 weeks ago,Positive,Happy,playstation
State of Play,Youtube,@AphexWebb,This was disappointing.,0,2 weeks ago,Negative,Sad,disappointing
State of Play,Youtube,@finnrogue9435,Concord looks amazing,0,2 weeks ago,Positive,Surprise,concord
State of Play,Youtube,@labmonkeycreative,If concords free to play I'll check it out but it looks generic.,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@YanisM-vi2xw,"Concord 5v5 Arena shooter héro 16 Character ? Why there are 4 Free agent  9:50 yeah youre lied about this game since 1 years, The Day before  marketing. You hide ATH and you wil be indpired by create a Overwatch clone inspired by Guardian of the Galaxy and other games. Youre character are Awful design and pronoums.",0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@tomalbeartcharles7560,SKON!!!,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@hagharth,not impressed...,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@IgorAlvarenga791,Méhh... ,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@deaddog5973,bruh literally only garbage,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@TheAugusta3,disappointed,0,2 weeks ago,Negative,Sad,disappointed
State of Play,Youtube,@Mizerka_,"terrible, truly.",0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@ruslansbehterevs-uw5ho,Generation of nothing.,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@alexeysaul3718,state of sleep,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@kubazet98,Utterly disappointing,0,2 weeks ago,Negative,Sad,disappointing
State of Play,Youtube,@user-br1eg4fk6g,Paragon Vibe ,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Kadaververwaertungsanstalt,"Nobody likes DEI... Sony: ""lets do DEI""",0,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@lowsaac,What's with all this multiplayer pvps? I feel like I'm walking down the overwatch aisle at the grocery store.,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@FrankAtcheson-po3jb,"The gaming industry condensed in one video: soulslikes, games as a service, remakes, ports.",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@masterpills,Can't wait to pirate GoW Ragnarok instead of just paying for it.,0,2 weeks ago,Negative,Angry,gow
State of Play,Youtube,@lonelyone,"Yeah, that's a man.",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@ccwarnick,Playstation: for gamers that like to watch cinematics while occasionally pressing a button.,0,2 weeks ago,Negative,Fear,playstation
State of Play,Youtube,@Zman158,what a trash show ,0,2 weeks ago,Negative,Angry,
State of Play,Youtube,@KenSaiKri,A quand de vrais jeux ? Très ennuyant et décevant...,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@mollyospikminio,"Concord looked interesting until the gameplay looked like Overwatch. But hey, Dynasty Warriors looks pretty sick if you ask me. ",0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@jovieasyrof2017,what a joke,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,               @netrodex             ,"PSN plus PC, SINGLE player = big turned off.",0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@NeoDrao,All these games look like garbage,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@DavidMartin-sw3wx,The worst showing ever,0,1 day ago,Negative,Sad,
State of Play,Youtube,@ricardobernardo2272,epic fail.,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Joseph-wh5of,This looks horrible.,0,2 weeks ago,Negative,Fear,horrible
State of Play,Youtube,@gueritoelbandito4354,State of Slop,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@trickster8273,Most mid state of play,0,2 weeks ago,Negative,Sad,State of Play
State of Play,Youtube,@Sabu8000,This was garbage.,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@JamesBrown-xb7yi,What a lame showcase,0,2 weeks ago,Positive,Happy,showcase
State of Play,Youtube,@JohnnyL-rz5wd,9:49 pronouns on character select screen ,0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@kidkune,ridicoulusness,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@jcvdchuck7915,WokeStation 5,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Jordo1981,EPIC FAIL,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@dreamtheaterpantera,State of nothing,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@jamesalves8125,Absolutely trash,0,8 days ago,Negative,Angry,
State of Play,Youtube,@Vits_mda,Absolutely trash,0,9 days ago,Negative,Angry,
State of Play,Youtube,@Funkadizzleify,Hard pass.,0,2 weeks ago,Negative,Angry,
State of Play,Youtube,@TheCephalon,Probably spent 2 months developing that concord video. Should have used that time to actually work on the game,0,2 weeks ago,Negative,Fear,game
State of Play,Youtube,@meleegames,Thats it?,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@user-jp9is7jq3l,PS4???????,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@wilfriedvandevelde5135,Booooooring ,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@SilkMilkJilk,"woke garbage and live service, some exec really remembered basic math laws and thought: hold up a minute",0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@akshaysharma30498,Astrobot yayyy!!,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@fairyfire6481,"How is astrobot which is basically a commercial, the only exciting game in here?",0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@Crimsongz,Worst console generation,0,2 weeks ago,Positive,Happy,console
State of Play,Youtube,@colebuckhart,yawn,0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@PSNmoNL,Bad games,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@michaelmonstar4276,They really showed off a PS3-looking game with PS2-moments with Dynasty Warrior...,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@legoman1990,boring,0,2 weeks ago,Negative,Sad,boring
State of Play,Youtube,@kamiljan8419,"Does anyone else wonder why Sony blatantly lies to viewers? in Ragnarok they were able to provide information about available platforms, while in the case of Silent Hill 2 and POE2 we are talking about MULTIPLATFORMS! Why does the framework only include information about PS5 at the end? why are you blatantly deceiving people about the title's availability on other platforms?! ",0,2 weeks ago,Negative,Fear,sony
State of Play,Youtube,@peepsiee,"ONE GAME, I DON'T KNOW WHY",0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@shenmue1028,Huge disappointment !!!!!! Astro Bot is not a PSVR2 title. At least give us a hybrid version please!!,0,2 weeks ago,Negative,Fear,astro
State of Play,Youtube,@lairjmjcccb,Astrooooooooooooo !!! ,0,13 days ago,Positive,Happy,
State of Play,Youtube,@tbsgjack2555,You know it's bad when Astro Bot is the coolest thing here,0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@nilsdannemann,09:50 Pronouns in the character select screen. Are you kidding me?   For f***s sake... ,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@gutz4garterz735,hang on ? this is just a remastered version of last year's SOP ....,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@illidan3780,trash,0,2 weeks ago,Negative,Angry,
State of Play,Youtube,@littlegayfurrywolfjeremiev7781,I want monster hunter ,0,2 weeks ago,Positive,Happy,Monster Hunter
State of Play,Youtube,@luciocf2007,Where is Bloodborne?,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@eggboy1987,"I honestly think that AstroBot is the most fun game out of all that has been shown here, it's a shame they put it last.",0,3 weeks ago,Positive,Happy,game
State of Play,Youtube,@MJS-WarZ,I thought concord would be a new adventure game but it’s just another over watch game they lost me on that game,0,2 weeks ago,Positive,Surprise,game
State of Play,Youtube,@jesseluna98,"PlayStation nowadays is nothing but crappy multi-player shooters and boring fantasy sword games, all with DLC and MTX. There used to be so much variety in games during the PS1-3 eras, that I haven't bought a current gen console. The gaming industry deserves to crash at this point.",0,2 weeks ago,Negative,Sad,playstation
State of Play,Youtube,@Actroids,"So now i can sell my ps5 now, eh sony? There's no point in holding a platform console that have NO EXCLUSIVES.. Im moving on to an xbox, curious to try their exclusives halo n starfield though..  So few of us lefts(playstation gamers).. Once my ps5 sold, u lose another sony user..",0,2 weeks ago,Positive,Surprise,sony
State of Play,Youtube,@dunkly85,Nothing but garbage.,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@tasseiviews2947,Astrobot not in VR?,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@guitarevolution,"Silent Hill 2 trailer was totally disappointing, not worth what they're charging. The character movement is strange, the animations are rough and the graphics are worthy of, at most, Playstation 3",0,2 weeks ago,Negative,Sad,playstation
State of Play,Youtube,@keremylmz666,No bloodborne no like.,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@JohnnyRogers-vy5fl,ASTRO might be the only decent game that's coming the rest looks like trash,0,2 weeks ago,Positive,Surprise,game
State of Play,Youtube,@chriss5484,Astro bots and silent Hill was probably the most exciting out of this whole live,0,7 days ago,Negative,Sad,astro
State of Play,Youtube,@INFINITY-oe4is,Astro Bot is the game for me!,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@michaelmonstar4276,11:47 - They showed it as Vert-,0,2 weeks ago,Positive,Happy,
